gene_symbol,entrez_id,ensembl_gene_id,mgi_gene_id,uniprot_id,family_id,sf_id,family_name,subfamily_name
4921504E06Rik,,,MGI:1918087,,PTHR22382,PTHR22382:SF7,RIKEN CDNA 4921504E06 GENE,RIKEN CDNA 4921504E06 GENE
4921507P07Rik,,,MGI:1918071,,PTHR31393,PTHR31393:SF2,C5ORF31,CHROMOSOME 7 OPEN READING FRAME 31
4921509C19Rik,,,MGI:2685851,,PTHR24343,PTHR24343:SF128,SERINE/THREONINE KINASE,SPERM MOTILITY KINASE X-RELATED
4921511C20Rik,,,MGI:2685229,,PTHR10627,PTHR10627:SF35,SCP160,MCG56945-RELATED
4921517D22Rik,,,MGI:1918150,,PTHR37353,PTHR37353:SF1,RIKEN CDNA 4921517D22 GENE,RIKEN CDNA 4921517D22 GENE
4921524J17Rik,,,MGI:1913964,,PTHR31101,PTHR31101:SF2,UPF0547 PROTEIN C16ORF87,UPF0547 PROTEIN C16ORF87
4921524L21Rik,,,MGI:1918151,,PTHR24147,PTHR24147:SF53,ANKYRIN REPEAT DOMAIN 36-RELATED,ANKYRIN REPEAT DOMAIN 36-RELATED
4921536K21Rik,,,MGI:1914680,,PTHR35666,PTHR35666:SF1,SIMILAR TO RIKEN CDNA 4921536K21,SIMILAR TO RIKEN CDNA 4921536K21
4921539E11Rik,,,MGI:1918191,,PTHR36873,PTHR36873:SF1,HYPOTHETICAL GENE SUPPORTED BY BC079057,HYPOTHETICAL GENE SUPPORTED BY BC079057
4930402F06Rik,,,MGI:1922104,,PTHR10462,PTHR10462:SF23,GLYCOSYLTRANSFERASE-RELATED,MCG21268
4930402H24Rik,,,MGI:1923029,,PTHR33664,PTHR33664:SF1,RCG26366,RCG26366
4930402K13Rik,,,MGI:1923025,,PTHR46449,PTHR46449:SF2,ZGC:158260,MCG54973
4930404N11Rik,,,MGI:1921072,,PTHR31254,PTHR31254:SF1,HYPOTHETICAL PROTEIN LOC690617,HYPOTHETICAL PROTEIN LOC690617
4930407I10Rik,,,MGI:2685593,,PTHR22379,PTHR22379:SF1,RIKEN CDNA 4930407I10 GENE,RIKEN CDNA 4930407I10 GENE
4930415L06Rik,,,MGI:3588286,,PTHR23318,PTHR23318:SF19,ATP SYNTHASE GAMMA-RELATED,PROTEIN PPP4R3C
4930415O20Rik,,,MGI:1921113,,PTHR35263,PTHR35263:SF1,TESTIS-EXPRESSED PROTEIN 49,TESTIS-EXPRESSED PROTEIN 49
4930430F08Rik,,,MGI:1921197,,PTHR31219,PTHR31219:SF2,CHROMOSOME 28 C12ORF29 HOMOLOG,CHROMOSOME 28 C12ORF29 HOMOLOG
4930432K21Rik,,,MGI:1921916,,PTHR14583,PTHR14583:SF0,UNCHARACTERIZED PROTEIN C19ORF57 FAMILY MEMBER,HYPOTHETICAL LOC304654
4930433I11Rik,,,MGI:2685327,,PTHR31466,PTHR31466:SF8,GENE 5591-RELATED,RIKEN CDNA 4930433I11 GENE
4930438A08Rik,,,MGI:1921238,,PTHR10742,PTHR10742:SF235,FLAVIN MONOAMINE OXIDASE,AMINE OXIDASE
4930444G20Rik,,,MGI:2149738,,PTHR12606,PTHR12606:SF9,SENTRIN/SUMO-SPECIFIC PROTEASE,MCG1048453-RELATED
4930447C04Rik,,,MGI:1923051,,PTHR35449,PTHR35449:SF1,PROTEIN SIX6OS1,PROTEIN SIX6OS1
4930449I24Rik,,,MGI:1914660,,PTHR46793,PTHR46793:SF1,1700018F24RIK PROTEIN-RELATED-RELATED,1700018F24RIK PROTEIN-RELATED
4930451I11Rik,,,MGI:1925368,,PTHR38648,PTHR38648:SF1,RIKEN CDNA 4930451I11 GENE,RIKEN CDNA 4930451I11 GENE
4930453N24Rik,,,MGI:1914859,,PTHR21084,PTHR21084:SF1,UNCHARACTERIZED,CHROMOSOME 3 OPEN READING FRAME 38
4930467E23Rik,,,MGI:1923056,,PTHR24118,PTHR24118:SF53,POTE ANKYRIN DOMAIN,RIKEN CDNA 4930467E23 GENE-RELATED
4930474N05Rik,,,MGI:3586330,,PTHR46793,PTHR46793:SF2,1700018F24RIK PROTEIN-RELATED-RELATED,RIKEN CDNA 4930474N05 GENE
4930480E11Rik,,,MGI:1922160,,PTHR46449,PTHR46449:SF4,ZGC:158260,MCG52719
4930486L24Rik,,,MGI:1922258,,PTHR12411,PTHR12411:SF785,CYSTEINE PROTEASE FAMILY C1-RELATED,TESTIN-2
4930503B20Rik,,,MGI:1922264,,PTHR43948,PTHR43948:SF13,FAMILY NOT NAMED,4930503B20RIK PROTEIN
4930503E14Rik,,,MGI:1922204,,PTHR21558,PTHR21558:SF12,SPEER/SPETEX,2610042L04RIK PROTEIN-RELATED
4930503L19Rik,,,MGI:1922045,,PTHR35079,PTHR35079:SF1,LUNG ADENOMA SUSCEPTIBILITY PROTEIN 2,LUNG ADENOMA SUSCEPTIBILITY PROTEIN 2
4930505A04Rik,,,MGI:1922337,,PTHR35087,PTHR35087:SF1,SIMILAR TO HYPOTHETICAL PROTEIN FLJ40298,SIMILAR TO HYPOTHETICAL PROTEIN FLJ40298
4930516K23Rik,,,MGI:1924125,,PTHR26450,PTHR26450:SF104,OLFACTORY RECEPTOR 56B1-RELATED,OLFACTORY RECEPTOR
4930522H14Rik,,,MGI:1914896,,PTHR37858,PTHR37858:SF1,HYPOTHETICAL PROTEIN LOC689589,HYPOTHETICAL PROTEIN LOC689589
4930522L14Rik,,,MGI:1925270,,PTHR24377,PTHR24377:SF805,IP01015P-RELATED,OTTMUSG00000016588 PROTEIN-RELATED
4930523C07Rik,,,MGI:1914897,,PTHR40382,PTHR40382:SF1,FAMILY NOT NAMED,RIKEN CDNA 4930523C07 GENE
4930524B15Rik,,,MGI:1914842,,PTHR38655,PTHR38655:SF1,SIMILAR TO RIKEN CDNA 4930524B15,SIMILAR TO RIKEN CDNA 4930524B15
4930544D05Rik,,,MGI:2148639,,PTHR38506,PTHR38506:SF1,RIKEN CDNA 4930544D05 GENE,RIKEN CDNA 4930544D05 GENE
4930544G11Rik,,,MGI:1914903,,PTHR24072,PTHR24072:SF165,RHO FAMILY GTPASE,RIKEN CDNA 4930544G11
4930548H24Rik,,,MGI:1914906,,PTHR14845,PTHR14845:SF8,COILED-COIL DOMAIN-CONTAINING 166,RIKEN CDNA 4930548H24
4930550C14Rik,,,MGI:1922561,,PTHR33504,PTHR33504:SF2,"NADH DEHYDROGENASE (UBIQUINONE) 1 BETA SUBCOMPLEX, 4","NADH DEHYDROGENASE (UBIQUINONE) 1 BETA SUBCOMPLEX, 4"
4930550L24Rik,,,MGI:1922602,,PTHR11736,PTHR11736:SF85,MELANOMA-ASSOCIATED ANTIGEN  MAGE ANTIGEN,MAGE DOMAIN-CONTAINING PROTEIN MAGEA13P-RELATED
4930555G01Rik,,,MGI:1922055,,PTHR21558,PTHR21558:SF12,SPEER/SPETEX,2610042L04RIK PROTEIN-RELATED
4930558C23Rik,,,MGI:1914904,,PTHR16736,PTHR16736:SF6,CORTEXIN-1-RELATED,CORTEXIN DOMAIN CONTAINING 2
4930558K02Rik,,,MGI:1922618,,PTHR39410,PTHR39410:SF1,RIKEN CDNA 4930558K02 GENE,RIKEN CDNA 4930558K02 GENE
4930562C15Rik,,,MGI:1926059,,PTHR47080,PTHR47080:SF1,CHROMOSOME 16 OPEN READING FRAME 96,CHROMOSOME 16 OPEN READING FRAME 96
4930568D16Rik,,,MGI:1923109,,PTHR10462,PTHR10462:SF46,GLYCOSYLTRANSFERASE-RELATED,"N-ACETYLLACTOSAMINIDE ALPHA-1,3-GALACTOSYLTRANSFERASE-LIKE 1"
4930572O03Rik,,,MGI:2441686,,PTHR21558,PTHR21558:SF13,SPEER/SPETEX,MCG129800-RELATED
4930578I06Rik,,,MGI:1915000,,PTHR28457,PTHR28457:SF2,COILED-COIL DOMAIN-CONTAINING PROTEIN 189,SIMILAR TO 4930578I06RIK PROTEIN
4930579F01Rik,,,MGI:1914991,,PTHR33772,PTHR33772:SF2,"THYMUS, BRAIN AND TESTES-ASSOCIATED",RIKEN CDNA 4930579F01 GENE
4930579G24Rik,,,MGI:1923189,,PTHR31641,PTHR31641:SF2,RENAL CANCER DIFFERENTIATION GENE 1 PROTEIN,RENAL CANCER DIFFERENTIATION GENE 1 PROTEIN
4930590J08Rik,,,MGI:2685917,,PTHR23093,PTHR23093:SF16,SIMILAR TO CHROMOSOME 3 OPEN READING FRAME 20,SIMILAR TO CHROMOSOME 3 OPEN READING FRAME 20
4930595M18Rik,,,MGI:3045300,,PTHR23147,PTHR23147:SF8,SERINE/ARGININE RICH SPLICING FACTOR,RIKEN CDNA 4930595M18 GENE
4930596D02Rik,,,MGI:3588288,,PTHR46793,PTHR46793:SF1,1700018F24RIK PROTEIN-RELATED-RELATED,1700018F24RIK PROTEIN-RELATED
4931406B18Rik,,,MGI:1921304,,PTHR12035,PTHR12035:SF113,SIALIC ACID BINDING IMMUNOGLOBULIN-LIKE LECTIN,SIGLEC FAMILY-LIKE PROTEIN 1
4931406C07Rik,,,MGI:1918234,,PTHR13204,PTHR13204:SF1,PTD012 PROTEIN,ESTER HYDROLASE C11ORF54
4931406P16Rik,,,MGI:1924311,,PTHR15703,PTHR15703:SF3,RIKEN CDNA 4931406P16 GENE,RIKEN CDNA 4931406P16 GENE
4931408C20Rik,,,MGI:3588222,,PTHR21859,PTHR21859:SF53,ACROSOME-SPECIFIC PROTEIN,RIKEN CDNA 4931408C20 GENE-RELATED
4931414P19Rik,,,MGI:1921609,,PTHR14375,PTHR14375:SF2,UNCHARACTERIZED,SIMILAR TO RIKEN CDNA 4931414P19
4931417E11Rik,,,MGI:1913990,,PTHR12740,PTHR12740:SF2,JNK1/MAPK8-ASSOCIATED MEMBRANE PROTEIN,RIKEN CDNA 4931417E11
4931428F04Rik,,,MGI:1921606,,PTHR31817,PTHR31817:SF1,FAMILY NOT NAMED,KIAA0895 LIKE
4931428L18Rik,,,MGI:1918238,,PTHR19965,PTHR19965:SF35,RNA AND EXPORT FACTOR BINDING PROTEIN,THO COMPLEX SUBUNIT 4
4932411N23Rik,,,MGI:3045322,,PTHR46380,PTHR46380:SF3,CYCLIN-D-BINDING MYB-LIKE TRANSCRIPTION FACTOR 1,RIKEN CDNA 4932411N23
4932414N04Rik,,,MGI:1922971,,PTHR24147,PTHR24147:SF53,ANKYRIN REPEAT DOMAIN 36-RELATED,ANKYRIN REPEAT DOMAIN 36-RELATED
4932415D10Rik,,,MGI:3045298,,PTHR33888,PTHR33888:SF1,RIKEN CDNA 4932415D10 GENE,RIKEN CDNA 4932415D10 GENE
4932429P05Rik,,,MGI:3588287,,PTHR23318,PTHR23318:SF19,ATP SYNTHASE GAMMA-RELATED,PROTEIN PPP4R3C
4932438A13Rik,,,MGI:2444631,,PTHR31640,PTHR31640:SF1,TRANSMEMBRANE PROTEIN KIAA1109,TRANSMEMBRANE PROTEIN KIAA1109
4932438H23Rik,,,MGI:1921637,,PTHR35658,PTHR35658:SF1,"RCG58666, ISOFORM CRA_A","RCG58666, ISOFORM CRA_A"
4933400A11Rik,,,MGI:1913997,,PTHR10653,PTHR10653:SF4,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA,F-ACTIN-CAPPING PROTEIN SUBUNIT ALPHA
4933402E13Rik,,,MGI:1921687,,PTHR11736,PTHR11736:SF84,MELANOMA-ASSOCIATED ANTIGEN  MAGE ANTIGEN,4933402E13RIK PROTEIN
4933402J07Rik,,,MGI:3607717,,PTHR35679,PTHR35679:SF1,RIKEN CDNA 4933402J07 GENE,RIKEN CDNA 4933402J07 GENE
4933402N03Rik,,,MGI:1914681,,PTHR47509,PTHR47509:SF1,MCG1612,MCG1612
4933402N22Rik,,,MGI:3703021,,PTHR21558,PTHR21558:SF13,SPEER/SPETEX,MCG129800-RELATED
4933403O08Rik,,,MGI:1918280,,PTHR12844,PTHR12844:SF45,CONNECTOR ENCHANCER OF KINASE SUPPRESSOR OF RAS,CNK3/IPCEF1 FUSION PROTEIN-RELATED
4933405L10Rik,,,MGI:1918296,,PTHR37867,PTHR37867:SF1,CHROMOSOME 16 OPEN READING FRAME 86,CHROMOSOME 16 OPEN READING FRAME 86
4933405O20Rik,,,MGI:2142174,,PTHR11835,PTHR11835:SF54,"DECARBOXYLATING DEHYDROGENASES-ISOCITRATE, ISOPROPYLMALATE, TARTRATE","ISOCITRATE DEHYDROGENASE [NAD] GAMMA 2, MITOCHONDRIAL-RELATED"
4933411K16Rik,,,MGI:1914015,,PTHR23008,PTHR23008:SF0,CHROMOSOME 28 C10ORF62 HOMOLOG,CHROMOSOME 28 C10ORF62 HOMOLOG
4933412E24Rik,,,MGI:1918338,,PTHR31866,PTHR31866:SF4,GENE 4779-RELATED,SUBFAMILY NOT NAMED
4933417A18Rik,,,MGI:1914011,,PTHR35968,PTHR35968:SF1,CHROMOSOME 6 C6ORF201 HOMOLOG,CHROMOSOME 6 C6ORF201 HOMOLOG
4933421I07Rik,,,MGI:1918412,,PTHR46793,PTHR46793:SF1,1700018F24RIK PROTEIN-RELATED-RELATED,1700018F24RIK PROTEIN-RELATED
4933427D14Rik,,,MGI:1921727,,PTHR15732,PTHR15732:SF4,UNCHARACTERIZED,PROTEIN MOONRAKER
4933430I17Rik,,,MGI:3045314,,PTHR36130,PTHR36130:SF1,RIKEN CDNA 4933430I17 GENE,RIKEN CDNA 4933430I17 GENE
4933434E20Rik,,,MGI:1914027,,PTHR21425,PTHR21425:SF2,NICE-3,ZGC:123238
5031410I06Rik,,,MGI:3036277,,PTHR21558,PTHR21558:SF13,SPEER/SPETEX,MCG129800-RELATED
5031439G07Rik,,,MGI:2444899,,PTHR21477,PTHR21477:SF13,ZGC:172139,ZGC:172139
5330417C22Rik,,,MGI:1923930,,PTHR22727,PTHR22727:SF13,PROTEIN CBG13728,UPF0577 PROTEIN KIAA1324
5430402E10Rik,,,MGI:1918601,,PTHR11430,PTHR11430:SF130,LIPOCALIN,ODORANT-BINDING PROTEIN 1A-RELATED
5430403G16Rik,,,MGI:1924450,,PTHR24377,PTHR24377:SF805,IP01015P-RELATED,OTTMUSG00000016588 PROTEIN-RELATED
5430427O19Rik,,,MGI:1918648,,PTHR14889,PTHR14889:SF3,RCG36411,RCG36411
5530400C23Rik,,,MGI:1918650,,PTHR23203,PTHR23203:SF17,PROLINE-RICH PROTEIN,RIKEN CDNA 5530400C23 GENE
5730409E04Rik,,,MGI:3609248,,PTHR35673,PTHR35673:SF1,UPF0500 PROTEIN C1ORF216,UPF0500 PROTEIN C1ORF216
5730455P16Rik,,,MGI:1917841,,PTHR14416,PTHR14416:SF2,PROTEIN NJMU-R1,PROTEIN NJMU-R1
5730507C01Rik,,,MGI:1917882,,PTHR24399,PTHR24399:SF50,ZINC FINGER AND BTB DOMAIN-CONTAINING,"NOVEL KRAB BOX AND ZINC FINGER, C2H2 TYPE DOMAIN CONTAINING PROTEIN-RELATED"
5830411N06Rik,,,MGI:2443685,,PTHR19331,PTHR19331:SF449,SCAVENGER RECEPTOR DOMAIN-CONTAINING,SCAVENGER RECEPTOR CYSTEINE-RICH DOMAIN-CONTAINING PROTEIN SCART1
6030458C11Rik,,,MGI:1925127,,PTHR13225,PTHR13225:SF3,MISEXPRESSION SUPPRESSOR OF RAS 6,UPF0489 PROTEIN C5ORF22
6030468B19Rik,,,MGI:1924977,,PTHR11481,PTHR11481:SF67,IMMUNOGLOBULIN FC RECEPTOR,PROTEIN IL-40
6430548M08Rik,,,MGI:2443793,,PTHR13663,PTHR13663:SF2,UNCHARACTERIZED,SIMILAR TO RIKEN CDNA 6430548M08
6430550D23Rik,,,MGI:2443361,,PTHR46032,PTHR46032:SF7,"ALPHA-2,3-SIALYLTRANSFERASE ST3GAL I ISOFORM X1",RIKEN CDNA 6430550D23 GENE
6430571L13Rik,,,MGI:2445137,,PTHR15868,PTHR15868:SF0,"SIMILAR TO RIKEN CDNA 6430571L13 GENE, SIMILAR TO G20 PROTEIN","SIMILAR TO RIKEN CDNA 6430571L13 GENE, SIMILAR TO G20 PROTEIN"
6720489N17Rik,,,MGI:2443901,,PTHR23234,PTHR23234:SF1,ZNF44 PROTEIN,RIKEN CDNA 6720489N17 GENE
6820408C15Rik,,,MGI:3045333,,PTHR28574,PTHR28574:SF1,RIKEN CDNA 6820408C15,RIKEN CDNA 6820408C15
7420426K07Rik,,,MGI:3588253,,PTHR31813,PTHR31813:SF9,PROLINE-RICH PROTEIN 23B,RIKEN CDNA 7420426K07 GENE
8030462N17Rik,,,MGI:2444951,,PTHR16200,PTHR16200:SF5,RING ZINC FINGER,SIMILAR TO HYPOTHETICAL PROTEIN
8030474K03Rik,,,MGI:2685988,,PTHR31866,PTHR31866:SF2,GENE 4779-RELATED,RIKEN CDNA 8030474K03 GENE
9030025P20Rik,,,MGI:3583895,,PTHR31701,PTHR31701:SF2,ENDOPLASMIC RETICULUM MEMBRANE-ASSOCIATED RNA DEGRADATION PROTEIN,ENDOPLASMIC RETICULUM MEMBRANE-ASSOCIATED RNA DEGRADATION PROTEIN
9030624G23Rik,,,MGI:1914058,,PTHR23234,PTHR23234:SF2,ZNF44 PROTEIN,RIKEN CDNA 9030624G23 GENE-RELATED
9130008F23Rik,,,MGI:1918833,,PTHR36880,PTHR36880:SF1,9130008F23RIK PROTEIN,9130008F23RIK PROTEIN
9130019O22Rik,,,MGI:1926171,,PTHR24377,PTHR24377:SF417,IP01015P-RELATED,MCG141845-RELATED
9130401M01Rik,,,MGI:1923008,,PTHR31919,PTHR31919:SF1,"ZINC FINGERS AND HOMEOBOXES PROTEIN 1, ISOFORM 2","ZINC FINGERS AND HOMEOBOXES PROTEIN 1, ISOFORM 2"
9130409I23Rik,,,MGI:3588271,,PTHR12879,PTHR12879:SF6,SPHINGOLIPID DELTA 4 DESATURASE/C-4 HYDROXYLASE PROTEIN DES2,MCG19844
9330159F19Rik,,,MGI:3036239,,PTHR15705,PTHR15705:SF1,"MCG7194, ISOFORM CRA_A","MCG7194, ISOFORM CRA_A"
9330182L06Rik,,,MGI:2443264,,PTHR22727,PTHR22727:SF3,PROTEIN CBG13728,UPF0577 PROTEIN KIAA1324-LIKE
9430015G10Rik,,,MGI:2444364,,PTHR16247,PTHR16247:SF0,RIKEN CDNA 9430015G10 GENE,RIKEN CDNA 9430015G10 GENE
9530003J23Rik,,,MGI:1924647,,PTHR11407,PTHR11407:SF27,LYSOZYME C,9530003J23RIK PROTEIN
9530053A07Rik,,,MGI:2442118,,PTHR11339,PTHR11339:SF365,EXTRACELLULAR MATRIX GLYCOPROTEIN RELATED,RIKEN CDNA 9530053A07 GENE
9530068E07Rik,,,MGI:2654705,,PTHR16502,PTHR16502:SF0,UNCHARACTERIZED,KERATINOCYTE-ASSOCIATED TRANSMEMBRANE PROTEIN 2
9530077C05Rik,,,MGI:1915533,,PTHR31817,PTHR31817:SF3,FAMILY NOT NAMED,SI:DKEY-222B8.4
9830107B12Rik,,,MGI:3608415,,PTHR16423,PTHR16423:SF6,TREM-LIKE TRANSCRIPT PROTEIN,CRKD-BINDING PROTEIN-RELATED
9930012K11Rik,,,MGI:2145726,,PTHR37336,PTHR37336:SF1,SIMILAR TO 9930012K11RIK PROTEIN,SIMILAR TO 9930012K11RIK PROTEIN
9930021J03Rik,,,MGI:2444398,,PTHR31095,PTHR31095:SF3,RIKEN CDNA 9930021J03 GENE,RIKEN CDNA 9930021J03 GENE
9930104L06Rik,,,MGI:3041172,,PTHR16234,PTHR16234:SF5,SIMILAR TO HYPOTHETICAL PROTEIN FLJ20508,SIMILAR TO HYPOTHETICAL PROTEIN FLJ20508
9930111J21Rik1,,,MGI:3041173,,PTHR32341,PTHR32341:SF10,INTERFERON-INDUCIBLE GTPASE,RIKEN CDNA 9930111J21 GENE 1-RELATED
a,,,MGI:87853,,PTHR16551,PTHR16551:SF1,AGOUTI RELATED,AGOUTI-SIGNALING PROTEIN
A130010J15Rik,,,MGI:2441776,,PTHR31366,PTHR31366:SF2,UPF0739 PROTEIN C1ORF74,UPF0739 PROTEIN C1ORF74
A1bg,,,MGI:2152878,,PTHR11738,PTHR11738:SF159,MHC CLASS I NK CELL RECEPTOR,ALPHA-1B-GLYCOPROTEIN
A1cf,,,MGI:1917115,,PTHR21245,PTHR21245:SF8,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN,APOBEC1 COMPLEMENTATION FACTOR
A26c3,,,MGI:1914825,,PTHR24118,PTHR24118:SF45,POTE ANKYRIN DOMAIN,RIKEN CDNA 4930430A15
A2m,,,MGI:2449119,,PTHR11412,PTHR11412:SF150,MACROGLOBULIN / COMPLEMENT,ALPHA-2-MACROGLOBULIN
A2ml1,,,MGI:3039594,,PTHR11412,PTHR11412:SF152,MACROGLOBULIN / COMPLEMENT,OVOSTATIN HOMOLOG 1-RELATED
A3galt2,,,MGI:2685279,,PTHR10462,PTHR10462:SF33,GLYCOSYLTRANSFERASE-RELATED,"ALPHA-1,3-GALACTOSYLTRANSFERASE 2"
A430005L14Rik,,,MGI:2140680,,PTHR28491,PTHR28491:SF1,UPF0688 PROTEIN C1ORF174,UPF0688 PROTEIN C1ORF174
A430033K04Rik,,,MGI:3583896,,PTHR24381,PTHR24381:SF71,ZINC FINGER PROTEIN,RIKEN CDNA A430033K04 GENE
A430078G23Rik,,,MGI:2442135,,PTHR47440,PTHR47440:SF1,RIKEN CDNA A430078G23 GENE,RIKEN CDNA A430078G23 GENE
A430089I19Rik,,,MGI:2683305,,PTHR14224,PTHR14224:SF94,SIMILAR TO PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA-LIKE 3,RIKEN CDNA A430089I19 GENE-RELATED
A4galt,,,MGI:3512453,,PTHR12042,PTHR12042:SF17,"LACTOSYLCERAMIDE 4-ALPHA-GALACTOSYLTRANSFERASE  ALPHA- 1,4-GALACTOSYLTRANSFERASE",LACTOSYLCERAMIDE 4-ALPHA-GALACTOSYLTRANSFERASE
A4gnt,,,MGI:2143261,,PTHR12042,PTHR12042:SF16,"LACTOSYLCERAMIDE 4-ALPHA-GALACTOSYLTRANSFERASE  ALPHA- 1,4-GALACTOSYLTRANSFERASE","ALPHA-1,4-N-ACETYLGLUCOSAMINYLTRANSFERASE"
A530016L24Rik,,,MGI:2443020,,PTHR36868,PTHR36868:SF1,NUTRITIONALLY-REGULATED ADIPOSE AND CARDIAC ENRICHED PROTEIN HOMOLOG,NUTRITIONALLY-REGULATED ADIPOSE AND CARDIAC ENRICHED PROTEIN HOMOLOG
A530032D15Rik,,,MGI:3037746,,PTHR46386,PTHR46386:SF8,NUCLEAR BODY PROTEIN SP140,RIKEN CDNA A530032D15RIK GENE-RELATED
A530064D06Rik,,,MGI:2443476,,PTHR16423,PTHR16423:SF6,TREM-LIKE TRANSCRIPT PROTEIN,CRKD-BINDING PROTEIN-RELATED
A630001G21Rik,,,MGI:2443131,,PTHR46386,PTHR46386:SF9,NUCLEAR BODY PROTEIN SP140,RIKEN CDNA A630001G21 GENE
A630089N07Rik,,,MGI:2444323,,PTHR24381,PTHR24381:SF320,ZINC FINGER PROTEIN,ZINC FINGER PROTEIN 555
A730046J19Rik,,,MGI:2442684,,PTHR35660,PTHR35660:SF2,SERINE-RICH AND TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN 1,SERINE-RICH AND TRANSMEMBRANE DOMAIN-CONTAINING 2
A830010M20Rik,,,MGI:2445097,,PTHR22427,PTHR22427:SF2,UNCHARACTERIZED,AP2-INTERACTING CLATHRIN-ENDOCYTOSIS PROTEIN
A830018L16Rik,,,MGI:2444149,,PTHR32000,PTHR32000:SF3,SIMILAR TO HYPOTHETICAL PROTEIN,SIMILAR TO HYPOTHETICAL PROTEIN
A930017K11Rik,,,MGI:2442713,,PTHR14678,PTHR14678:SF2,UNCHARACTERIZED,PROLINE-RICH PROTEIN 35
A930018P22Rik,,,MGI:1915493,,PTHR36288,PTHR36288:SF1,SIMILAR TO RIKEN CDNA A930018P22,SIMILAR TO RIKEN CDNA A930018P22
AA467197,,,MGI:3034182,,PTHR14256,PTHR14256:SF3,NADH-UBIQUINONE OXIDOREDUCTASE MLRQ SUBUNIT,NORMAL MUCOSA OF ESOPHAGUS-SPECIFIC GENE 1 PROTEIN
AA792892,,,MGI:2140789,,PTHR14224,PTHR14224:SF77,SIMILAR TO PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA-LIKE 3,D5ERTD577E PROTEIN-RELATED
AA986860,,,MGI:2138143,,PTHR21555,PTHR21555:SF0,SPECIFICALLY ANDROGEN-REGULATED GENE PROTEIN,SPECIFICALLY ANDROGEN-REGULATED GENE PROTEIN
Aaas,,,MGI:2443767,,PTHR14494,PTHR14494:SF0,ALADIN/ADRACALIN/AAAS,ALADIN
Aacs,,,MGI:1926144,,PTHR42921,PTHR42921:SF1,ACETOACETYL-COA SYNTHETASE,ACETOACETYL-COA SYNTHETASE
Aadac,,,MGI:1915008,,PTHR23024,PTHR23024:SF222,ARYLACETAMIDE DEACETYLASE,ARYLACETAMIDE DEACETYLASE
Aadacl2,,,MGI:3646333,,PTHR23024,PTHR23024:SF223,ARYLACETAMIDE DEACETYLASE,ARYLACETAMIDE DEACETYLASE-LIKE 2
Aadacl2fm1,,,MGI:3028051,,PTHR23024,PTHR23024:SF124,ARYLACETAMIDE DEACETYLASE,RIKEN CDNA C130079G13 GENE
Aadacl2fm2,,,MGI:3779495,,PTHR23024,PTHR23024:SF239,ARYLACETAMIDE DEACETYLASE,MCG67716
Aadacl2fm3,,,MGI:3643798,,PTHR23024,PTHR23024:SF356,ARYLACETAMIDE DEACETYLASE,GENE 8298-RELATED
Aadacl3,,,MGI:2685281,,PTHR23024,PTHR23024:SF115,ARYLACETAMIDE DEACETYLASE,ARYLACETAMIDE DEACETYLASE-LIKE 3
Aadacl4,,,MGI:3650257,,PTHR23024,PTHR23024:SF352,ARYLACETAMIDE DEACETYLASE,ARYLACETAMIDE DEACETYLASE-LIKE 4
Aadacl4fm1,,,MGI:2685880,,PTHR23024,PTHR23024:SF106,ARYLACETAMIDE DEACETYLASE,ARYLACETAMIDE DEACETYLASE-LIKE 4
Aadacl4fm2,,,MGI:3652194,,PTHR23024,PTHR23024:SF247,ARYLACETAMIDE DEACETYLASE,GENE 13124-RELATED
AAdacl4fm3,,,MGI:3650721,,PTHR23024,PTHR23024:SF476,ARYLACETAMIDE DEACETYLASE,"MCG65768, ISOFORM CRA_B-RELATED"
Aadacl4fm4,,,MGI:2685282,,PTHR23024,PTHR23024:SF352,ARYLACETAMIDE DEACETYLASE,ARYLACETAMIDE DEACETYLASE-LIKE 4
Aadacl4fm5,,,MGI:2685284,,PTHR23024,PTHR23024:SF476,ARYLACETAMIDE DEACETYLASE,"MCG65768, ISOFORM CRA_B-RELATED"
Aadat,,,MGI:1345167,,PTHR42790,PTHR42790:SF3,AMINOTRANSFERASE,"KYNURENINE/ALPHA-AMINOADIPATE AMINOTRANSFERASE, MITOCHONDRIAL"
Aagab,,,MGI:1914189,,PTHR14659,PTHR14659:SF1,ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34,ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34
Aak1,,,MGI:1098687,,PTHR22967,PTHR22967:SF96,SERINE/THREONINE PROTEIN KINASE,AP2-ASSOCIATED PROTEIN KINASE 1
Aamdc,,,MGI:1913523,,PTHR15811,PTHR15811:SF5,MTH938 DOMAIN-CONTAINING PROTEIN,MTH938 DOMAIN-CONTAINING PROTEIN
Aamp,,,MGI:107809,,PTHR19857,PTHR19857:SF17,MITOCHONDRIAL DIVISION PROTEIN 1-RELATED,ANGIO-ASSOCIATED MIGRATORY CELL PROTEIN
